char,division,division_tw,region
圆,囗口贝,,CJK
碰,石䒑业,,CJK
镜,钅立日儿,,CJK
软,车欠,,CJK
厚,厂日子,,CJK
累,田糸,,CJK
昨,日𠂉,,CJK
幽,山幺幺,,CJK
悲,非心,,CJK
丈,乀,,CJK
牌,片十,,CJK
降,阝夊ヰ,,CJK
颜,立丿彡页,,CJK
劳,艹冖力,,CJK
偏,亻户冊,亻戶冊,CJK
省,小丿目,,CJK
糊,米古月,米古⺼,CJK
馆,饣宀尸コ,,CJK
烧,火七丿兀,,CJK
谓,讠田月,讠田⺼,CJK
财,贝丿,,CJK
舰,舟见,,CJK
汗,氵干,,CJK
奈,大示,,CJK
操,扌口口木,,CJK
迹,亦辶,,CJK
尸,尸,,CJK
悄,忄⺌月,忄⺌⺼,CJK
残,一夕一戈,一夕二戈,CJK
尖,小大,,CJK
鲁,鱼日,,CJK
锋,钅夊丰,,CJK
圈,囗丷夫㔾,,CJK
油,氵由,,CJK
俩,亻一冂人,,CJK
项,工页,,CJK
撞,扌立里,,CJK
瞬,目爫冖ヰ,,CJK
忆,忄乙,,CJK
盖,⺷皿,,CJK
尤,尤,,CJK
徒,彳走,,CJK
乡,丿,,CJK
概,木彐厶儿,,CJK
户,户,,CJK
荡,艹氵𠄎,,CJK
艺,艹乙,,CJK
增,土丷日,,CJK
祖,示且,,CJK
困,囗木,,CJK
殿,尸龷八殳,,CJK
迅,⺄十辶,乙十辶,CJK
横,木龷由八,木龷田八,CJK
范,艹氵㔾,,CJK
律,彳彐,,CJK
番,丿米田,,CJK
企,人止,,CJK
惨,忄厶大彡,忄厶大三,CJK
限,阝艮,,CJK
聚,耳又亻,耳又亻人,CJK
含,人丶乛口,人一乛口,CJK
凭,亻壬几,,CJK
剧,尸古刂,,CJK
碎,石亠人十,,CJK
躺,身尚,,CJK
缘,纟彑,,CJK
凉,冫小,,CJK
腾,月丷夫马,,CJK
织,纟口八,,CJK
抢,扌人㔾,,CJK
预,予页,,CJK
沈,氵冖儿,,CJK
替,夫夫日,,CJK
孔,子乚,,CJK
批,扌匕匕,,CJK
康,广隶,,CJK
惑,戈口一心,,CJK
唯,口隹,,CJK
率,亠幺冫十,,CJK
惯,忄十贝,,CJK
登,癶一口䒑,,CJK
互,一彑,,CJK
盯,目丁,,CJK
稍,禾⺌月,禾⺌⺼,CJK
宣,宀一日一,,CJK
唱,口日日,,CJK
诚,讠戊㇆,,CJK
剩,禾丬匕刂,,CJK
咬,口亠八乂,,CJK
育,亠厶月,七丶月,CJK
诸,讠耂日,,CJK
触,⺈用虫,⺈土虫,CJK
晨,日辰,,CJK
策,⺮木冂,,CJK
疼,疒夊⺀,,CJK
漫,氵日罒又,氵冂二又,CJK
材,木丿,,CJK
补,衤卜,,CJK
私,禾厶,,CJK
吐,口土,,CJK
纯,纟七凵,,CJK
艾,艹乂,,CJK
贝,贝,,CJK
谷,八人口,,CJK
庭,广壬廴,,CJK
挡,扌⺌彐,,CJK
晃,日⺌兀,,CJK
吉,士口,,CJK
吹,口欠,,CJK
仔,亻子,,CJK
仇,亻九,,CJK
凝,冫匕矢龰,,CJK
鼓,壴十又,,CJK
农,冖𧘇,,CJK
席,广卄一巾,,CJK
征,彳一止,,CJK
帅,リ巾,,CJK
附,阝亻寸,,CJK
缺,缶ユ人,,CJK
塞,宀八土,,CJK
豪,豕,,CJK
亦,亦,,CJK
杜,木土,,CJK
努,女又力,,CJK
判,丷刂,,CJK
谋,讠卄二木,,CJK
胆,月日一,⺼日一,CJK
尘,小土,,CJK
扎,扌乚,,CJK
滚,氵亠八𧘇,,CJK
闷,门心,,CJK
迟,尸乀辶,,CJK
稳,禾⺈彐心,,CJK
翼,习习田八,,CJK
诺,讠艹口,,CJK
闲,门木,,CJK
灰,火,,CJK
朵,几木,,CJK
盛,戊㇆皿,,CJK
梁,氵刀八木,,CJK
晶,日日日,,CJK
餐,⺊夕又食,,CJK
爆,火日龷水,,CJK
伦,亻人匕,,CJK
娇,女夭,,CJK
侧,亻贝刂,,CJK
愣,忄罒方,,CJK
鼻,自田丌,,CJK
轮,车人匕,,CJK
昏,七日,,CJK
抖,扌⺀十,,CJK
陷,阝⺈臼,,CJK
敏,𠂉母夊,,CJK
词,讠㇆一口,,CJK
慌,忄艹亡,,CJK
愤,忄十廾贝,,CJK
怜,忄人丶マ,忄人一マ,CJK
颤,亠囗口页,,CJK
阶,阝人,,CJK
苍,艹人㔾,,CJK
距,足匚コ,,CJK
郑,䒑大阝,,CJK
川,川,,CJK
扫,扌彐,,CJK
逼,一口田辶,,CJK
县,且厶,,CJK
忧,忄尤,,CJK
童,立里,,CJK
执,扌九丶,,CJK
丢,壬厶,,CJK
荣,艹冖木,,CJK
臂,尸口辛月,尸口辛⺼,CJK
逐,豕辶,,CJK
傲,亻龶勹夊,亻士方夊,CJK
戴,十戈田八,,CJK
芒,艹亡,,CJK
庆,广大,,CJK
伴,亻丷,,CJK
袭,尤丿亠𧘇,,CJK
供,亻龷八,,CJK
积,禾口八,,CJK
测,氵贝刂,,CJK
遥,爫缶辶,缶辶,CJK
阻,阝且,,CJK
例,亻一夕刂,,CJK
睁,目⺈彐亅,,CJK
岛,山,,CJK
遗,口丄贝辶,,CJK
瞪,目癶一䒑,,CJK
慕,艹日大丶,,CJK
皱,⺈彐皮,,CJK
博,十甫寸,,CJK
幕,艹日大巾,,CJK
猜,犭龶月,,CJK
益,䒑八皿,,CJK
净,冫⺈彐亅,,CJK
泽,氵又,,CJK
炼,火七㇆八,,CJK
监,〢皿,,CJK
鸡,又鸟,,CJK
珍,王人彡,,CJK
伏,亻犬,,CJK
绍,纟刀口,,CJK
曹,日,,CJK
爬,爪巴,,CJK
丫,丷丨,,CJK
炸,火𠂉,,CJK
壁,尸口辛土,,CJK
涌,氵マ用,,CJK
凶,乂凵,,CJK
郎,丶彐厶阝,,CJK
宿,宀亻丆日,,CJK
怨,夕㔾心,,CJK
醉,酉亠人十,,CJK
拼,扌䒑廾,,CJK
迫,白辶,,CJK
革,革,,CJK
瞧,目隹灬,,CJK
奥,米大,,CJK
输,车人一刂,,CJK
莉,艹禾刂,,CJK
忠,口丨心,,CJK
颗,日木页,,CJK
嗯,口囗大心,,CJK
佳,亻土土,,CJK
旅,方𠂉,,CJK
仁,亻二,,CJK
鸟,鸟,,CJK
骗,马户冊,马戶冊,CJK
浩,氵⺧口,,CJK
塔,土艹合,,CJK
胖,月丷,⺼丷,CJK
绪,纟耂日,,CJK
枫,木几乂,,CJK
拔,扌又丶,扌乂丶,CJK
赞,⺧儿⺧贝,,CJK
炮,火勹巳,,CJK
傅,亻甫寸,,CJK
凯,山己几,,CJK
邪,牙阝,,CJK
芳,艹方,,CJK
浑,氵冖车,,CJK
夺,大寸,,CJK
宽,宀艹见,,CJK
堆,土隹,,CJK
裂,一夕刂𧘇,,CJK
遭,日辶,,CJK
赤,土八,,CJK
旋,方𠂉乛龰,,CJK
扭,扌丑,,CJK
洁,氵士口,,CJK
浮,氵爫子,,CJK
悉,丿米心,,CJK
擦,扌宀示,,CJK
慧,丰丰彐心,,CJK
典,冂龷八,,CJK
赏,尚贝,,CJK
匆,勹丶,,CJK
评,讠干丷,,CJK
纵,纟人人,,CJK
莲,艹车辶,,CJK
雾,雨夊力,,CJK
乌,乌,,CJK
跃,足夭,,CJK
壮,丬士,,CJK
贴,贝⺊口,,CJK
丰,丰,,CJK
隔,阝一口丨,,CJK
健,亻彐廴,,CJK
辛,辛,,CJK
抵,扌七丶,扌七一,CJK
竹,竹,,CJK
彻,彳七刀,,CJK
摩,麻手,,CJK
轰,车又又,,CJK
编,纟户冊,纟戶冊,CJK
肚,月土,⺼土,CJK
插,扌千臼,扌干臼,CJK
磨,麻石,,CJK
哎,口艹乂,,CJK
御,彳𠂉一卩,,CJK
耐,而寸,,CJK
惧,忄八,,CJK
氏,七,,CJK
辉,⺌兀冖车,,CJK
扶,扌夫,,CJK
恢,忄火,,CJK
貌,豸白儿,,CJK
额,宀夊口页,,CJK
述,木丶辶,,CJK
票,覀示,,CJK
录,彐水,,CJK
拖,扌𠂉也,,CJK
膀,月亠丷方,⺼亠丷方,CJK
鹰,广亻隹鸟,,CJK
孟,子皿,,CJK
递,丷弓丨辶,,CJK
瑞,王山而,,CJK
唇,辰口,,CJK
暂,车斤日,,CJK
货,亻匕贝,,CJK
琴,王王人乛,,CJK
踪,足宀示,,CJK
码,石马,,CJK
慰,尸示寸心,,CJK
蛇,虫宀匕,,CJK
玲,王人丶マ,王人一マ,CJK
晕,日冖车,,CJK
损,扌口贝,,CJK
轩,车干,,CJK
粗,米且,,CJK
掩,扌大电,,CJK
屁,尸匕匕,,CJK
悠,亻丨夊心,,CJK
仰,亻卩,,CJK
零,雨人丶マ,雨人一マ,CJK
盟,日月皿,,CJK
途,人一木辶,,CJK
贼,贝戈,,CJK
洪,氵龷八,,CJK
悟,忄一口,,CJK
固,囗古,,CJK
讶,讠牙,,CJK
冬,夊⺀,,CJK
滑,氵骨,,CJK
甜,舌卄二,,CJK
郁,月阝,,CJK
琳,王木木,,CJK
辆,车一冂人,,CJK
乃,乃,,CJK
猪,犭耂日,犭耂日丶,CJK
暖,日爫干又,,CJK
妮,女尸匕,,CJK
挣,扌⺈彐亅,,CJK
旦,日一,,CJK
估,亻古,,CJK
坦,土日一,,CJK
甘,卄二,,CJK
佩,亻几一巾,,CJK
莱,艹一米,,CJK
享,子,,CJK
吼,口子乚,,CJK
构,木勹厶,,CJK
粉,米八刀,,CJK
萨,艹阝立丿,,CJK
吻,口勹,,CJK
潜,氵夫夫日,,CJK
瓶,䒑廾瓦,,CJK
偶,亻禺,,CJK
戒,戈廾,,CJK
浓,氵冖𧘇,,CJK
毁,臼工殳,,CJK
销,钅⺌月,钅⺌⺼,CJK
迪,由辶,,CJK
拒,扌匚コ,,CJK
绕,纟七丿兀,,CJK
勒,革力,,CJK
朗,丶彐厶月,,CJK
嘻,口壴口,,CJK
尾,尸毛,,CJK
帐,巾长,,CJK
废,广又丶,,CJK
延,丿止廴,,CJK
敲,高⺊又,,CJK
烂,火䒑二,,CJK
曼,日罒又,冂二罒又,CJK
厌,厂犬,,CJK
宜,宀且,,CJK
羞,⺶丑,,CJK
喂,口田,,CJK
吟,口人丶乛,口人一乛,CJK
滴,氵亠丷古,,CJK
洲,氵⺍川,,CJK
爹,八乂夕夕,,CJK
艳,丰⺈巴,,CJK
晴,日龶月,,CJK
抚,扌一尢,,CJK
缩,纟宀亻日,,CJK
协,十力八,,CJK
央,冂大,,CJK
悔,忄𠂉母,,CJK
肖,⺌月,⺌⺼,CJK
缠,纟广里,,CJK
脆,月⺈厂㔾,⺼⺈厂㔾,CJK
痕,疒艮,,CJK
伍,亻一,,CJK
寂,宀上小又,,CJK
启,户口,戶口,CJK
翔,羊习习,,CJK
薄,艹氵甫寸,,CJK
侯,亻ユ矢,,CJK
劝,又力,,CJK
郭,子阝,,CJK
奴,女又,,CJK
鸣,口鸟,,CJK
倾,亻匕页,,CJK
彼,彳皮,,CJK
扔,扌乃,,CJK
撒,扌龷月夊,扌龷⺼夊,CJK
豫,予⺈口,予⺈,CJK
检,木人一,,CJK
针,钅十,,CJK
耀,⺌兀习隹,,CJK
痴,疒矢口,,CJK
姆,女母,,CJK
篇,⺮户冊,⺮戶冊,CJK
椅,木大丁口,,CJK
厂,厂,,CJK
董,艹千里,,CJK
熊,厶月匕灬,厶⺼匕灬,CJK
埋,土里,,CJK
乖,千丬匕,,CJK
狐,犭瓜,,CJK
蒋,艹丬夕寸,艹丬爫寸,CJK
踏,足水日,,CJK
隆,阝夊一生,,CJK
括,扌舌,,CJK
潮,氵十早月,,CJK
唉,口厶矢,,CJK
穷,穴力,,CJK
聪,耳丷口心,,CJK
唤,口⺈冂大,,CJK
泰,𡗗水,,CJK
版,片⺁又,片厂又,CJK
末,末,,CJK
旗,方𠂉其,,CJK
仪,亻丶乂,,CJK
焦,隹灬,,CJK
猫,犭艹田,,CJK
盗,冫欠皿,二欠皿,CJK
侍,亻土寸,亻士寸,CJK
挤,扌文,,CJK
款,士示欠,,CJK
拾,扌合,,CJK
荒,艹亡,,CJK
姿,冫欠女,二欠女,CJK
域,土戈口一,,CJK
搭,扌艹合,,CJK
脉,月丶水,⺼丶水,CJK
授,扌爫冖又,,CJK
俗,亻八人口,,CJK
融,一口冂虫,,CJK
狱,犭讠犬,,CJK
欺,其欠,,CJK
访,讠方,,CJK
桥,木夭,,CJK
锁,钅⺌贝,,CJK
霸,雨革月,,CJK
牵,大冖牛,,CJK
池,氵也,,CJK
钻,钅⺊口,,CJK
港,氵龷八巳,,CJK
喃,口十冂,,CJK
廷,壬廴,,CJK
乘,禾丬匕,,CJK
玛,王马,,CJK
奉,𡗗,,CJK
扯,扌止,,CJK
岳,斤一山,,CJK
减,冫戊一口,,CJK
弯,亦弓,,CJK
夹,夫丷,,CJK
辞,舌辛,,CJK
岸,山厂干,,CJK
岂,山己,,CJK
屈,尸屮凵,,CJK
恼,忄文凵,,CJK
哲,扌斤口,,CJK
季,禾子,,CJK
召,刀口,,CJK
丧,十丷,,CJK
尝,龸二厶,,CJK
恭,龷八小丶,,CJK
载,十戈车,,CJK
瘦,疒臼丨又,疒丨又,CJK
皆,匕匕白,,CJK
颇,皮页,,CJK
茫,艹氵亡,,CJK
染,氵九木,,CJK
肃,肀八,,CJK
爽,大乂乂乂,,CJK
亏,一丂,,CJK
吞,一大口,,CJK
惹,艹口心,,CJK
哀,𧘇,,CJK
乔,夭,,CJK
趁,走人彡,,CJK
铺,钅甫,,CJK
脏,月广土,,CJK
吕,口口,,CJK
奖,丬夕大,,CJK
倍,亻立口,,CJK
汤,氵𠄎,,CJK
振,扌辰,,CJK
婷,女丁,,CJK
牢,宀牛,,CJK
扰,扌尤,,CJK
溜,氵卯田,,CJK
庞,广尤丿,,CJK
臭,自犬,,CJK
悦,忄丷口儿,,CJK
赫,土八八,,CJK
赢,贝,,CJK
跪,足⺈厂㔾,,CJK
麦,龶夊,,CJK
枝,木十又,,CJK
侠,亻夫丷,,CJK
泉,白水,,CJK
劫,土厶力,,CJK
炎,火火,,CJK
泥,氵尸匕,,CJK
赌,贝耂日,,CJK
弓,弓,,CJK
魏,禾女鬼,,CJK
罩,罒⺊早,,CJK
疾,疒矢,,CJK
饰,饣𠂉巾,,CJK
符,⺮亻寸,,CJK
垂,千龷一,千艹二,CJK
映,日冂大,,CJK
漠,氵艹日大,,CJK
脖,月十冖子,⺼十冖子,CJK
饮,饣欠,,CJK
沿,氵几口,氵儿口,CJK
懒,忄木口贝,,CJK
肤,月夫,⺼夫,CJK
桑,又又又木,,CJK
堪,土其乚,,CJK
燃,火犬灬,,CJK
卓,⺊早,,CJK
祝,示口儿,,CJK
赖,木口⺈贝,,CJK
宾,宀斤一八,,CJK
贾,覀贝,,CJK
喘,口山而,,CJK
焰,火⺈臼,,CJK
吵,口小丿,,CJK
冥,冖日亠八,,CJK
鞋,革土土,,CJK
逸,⺈口儿辶,,CJK
均,土勹冫,土勹二,CJK
库,广车,,CJK
裤,衤广车,,CJK
碗,石宀夕㔾,,CJK
航,舟亠几,,CJK
踢,足日勹,,CJK
姨,女大弓,,CJK
酸,酉厶八夊,酉厶儿夊,CJK
啸,口肀八,,CJK
龄,止人凵マ,,CJK
阁,门夊口,,CJK
舌,舌,,CJK
箱,⺮木目,,CJK
冯,冫马,,CJK
邦,丰阝,,CJK
钢,钅冂乂,,CJK
霞,雨尸二又,,CJK
促,亻足,,CJK
泡,氵勹巳,,CJK
盾,⺁十目,,CJK
羊,羊,,CJK
碧,王白石,,CJK
援,扌爫干又,,CJK
忌,己心,,CJK
抹,扌末,,CJK
倩,亻龶月,,CJK
锐,钅丷口儿,,CJK
喷,口十廾贝,,CJK
拦,扌䒑二,,CJK
嘉,壴力口,,CJK
袖,衤由,,CJK
殊,一夕牛八,,CJK
辰,辰,,CJK
繁,𠂉母夊糸,,CJK
络,纟夊口,,CJK
抛,扌九力,,CJK
嫁,女宀豕,,CJK
咒,口口几,,CJK
撤,扌亠厶夊,扌七丶夊,CJK
键,钅彐廴,,CJK
湿,氵日业,,CJK
恰,忄合,,CJK
虫,虫,,CJK
审,宀申,,CJK
献,十冂犬,,CJK
媚,女目,,CJK
贤,〢又贝,,CJK
葛,艹日勹乚,,CJK
刹,乂木刂,,CJK
袁,土口𧘇,,CJK
摔,扌亠幺十,,CJK
序,广予,,CJK
筑,⺮工几丶,,CJK
斜,人一木十,,CJK
瓦,瓦,,CJK
涂,氵人一木,,CJK
湾,氵亦弓,,CJK
莎,艹氵小丿,,CJK
崇,山宀示,,CJK
猎,犭龷日,,CJK
刑,一廾刂,,CJK
墨,黑土,,CJK
娃,女土土,,CJK
梯,木丷弓丿,,CJK
桃,木儿冫,,CJK
豆,一口䒑,,CJK
驾,力口马,,CJK
浅,氵一戈,氵二戈,CJK
径,彳ス工,彳又土,CJK
饿,饣丿扌戈,,CJK
疲,疒皮,,CJK
搬,扌舟殳,,CJK
瓜,瓜,,CJK
莹,艹冖王丶,,CJK
滋,氵䒑幺幺,,CJK
润,氵门王,,CJK
铃,钅人丶マ,钅人一マ,CJK
蛮,亦虫,,CJK
蒂,艹亠丷巾,,CJK
拨,扌又丶,,CJK
涛,氵丰寸,,CJK
予,予,,CJK
勾,勹厶,,CJK
惠,心,,CJK
析,木斤,,CJK
砍,石欠,,CJK
撑,扌尚手,,CJK
截,十戈隹,,CJK
措,扌龷日,,CJK
币,丿巾,,CJK
薇,艹一几,艹一儿,CJK
愈,人一月心,,CJK
督,上小又目,,CJK
酷,酉⺧口,,CJK
祥,示羊,,CJK
怖,忄巾,,CJK
侵,亻彐冖又,,CJK
岩,山石,,CJK
扮,扌八刀,,CJK
糟,米日,,CJK
盈,乃又皿,,CJK
腹,月𠂉日夊,⺼𠂉日夊,CJK
斩,车斤,,CJK
尺,尸乀,,CJK
签,⺮人一,,CJK
稀,禾乂巾,,CJK
掏,扌勹缶,,CJK
夸,大一丂,,CJK
汽,氵气,,CJK
液,氵亠亻乀,,CJK
姬,女,,CJK
愧,忄鬼,,CJK
汇,氵匚,,CJK
柱,木丶王,,CJK
粮,米丶艮,,CJK
堡,亻口木土,,CJK
仗,亻乀,,CJK
笨,⺮木一,,CJK
奏,𡗗一大,,CJK
歉,䒑彐〢欠,,CJK
甩,月乚,,CJK
怔,忄一止,,CJK
允,厶儿,,CJK
竞,立口儿,,CJK
祸,示口冂人,,CJK
耶,耳阝,,CJK
爵,爫罒彐寸,,CJK
绩,纟龶贝,,CJK
诱,讠禾乃,,CJK
呜,口乌,,CJK
穴,穴,,CJK
黎,禾勹丿水,,CJK
租,禾且,,CJK
培,土立口,,CJK
砸,石匚巾,,CJK
麽,麻丿厶,,CJK
井,二,,CJK
窝,穴口冂人,,CJK
弥,弓⺈小,弓𠂉小,CJK
返,⺁又辶,厂又辶,CJK
匹,匚儿,,CJK
啥,口人舌,,CJK
凑,冫𡗗一大,,CJK
奸,女干,,CJK
陌,阝丆日,,CJK
叛,丷⺁又,丷厂又,CJK
核,木亥,,CJK
卧,臣卜,,CJK
幅,巾一口田,,CJK
眨,目丿之,,CJK
耗,丰八毛,,CJK
洒,氵西,,CJK
怡,忄厶口,,CJK
详,讠羊,,CJK
卢,⺊尸,,CJK
扣,扌口,,CJK
哇,口土土,,CJK
丑,丑,,CJK
勉,⺈口儿力,,CJK
孝,耂子,,CJK
矛,予丿,,CJK
氛,气八刀,,CJK
衡,彳鱼人亍,,CJK
陶,阝勹缶,,CJK
购,贝勹厶,,CJK
汪,氵王,,CJK
僵,亻一田一,,CJK
疗,疒了,,CJK
妃,女己,,CJK
罚,罒讠刂,,CJK
棋,木其,,CJK
缝,纟夊丰辶,,CJK
咐,口亻寸,,CJK
躯,身匚乂,,CJK
泛,氵丿之,,CJK
愁,禾火心,,CJK
搜,扌臼丨又,扌丨又,CJK
慈,䒑幺幺心,,CJK
肥,月巴,⺼巴,CJK
笼,⺮尤丿,,CJK
篮,⺮〢皿,,CJK
俱,亻八,,CJK
惟,忄隹,,CJK
柜,木匚コ,,CJK
捉,扌足,,CJK
悬,且厶心,,CJK
霍,雨隹,,CJK
泄,氵世,,CJK
咽,口囗大,,CJK
齿,止人凵,,CJK
秒,禾小丿,,CJK
勤,革二力,,CJK
扩,扌广,,CJK
屏,尸䒑廾,,CJK
霜,雨木目,,CJK
袍,衤勹巳,,CJK
蝶,虫世木,,CJK
祭,示,,CJK
厨,厂一口寸,,CJK
胁,月力八,,CJK
璃,王文凵厶,,CJK
劈,尸口辛刀,,CJK
赚,贝䒑彐八,,CJK
锦,钅白巾,,CJK
尬,尢人,,CJK
尴,尢〢皿,,CJK
熙,巳灬,,CJK
寺,土寸,士寸,CJK
昌,日日,,CJK
贺,力口贝,,CJK
巾,巾,,CJK
描,扌艹田,,CJK
捕,扌甫,,CJK
陵,阝土八夊,阝土儿夊,CJK
咳,口亥,,CJK
扇,户习习,戶习习,CJK
虹,虫工,,CJK
绵,纟白巾,,CJK
撕,扌其斤,,CJK
蔡,艹示,,CJK
催,亻山隹,,CJK
彭,壴彡,,CJK
宠,宀尤丿,,CJK
贪,人丶乛贝,人一乛贝,CJK
辱,辰寸,,CJK
誓,扌斤言,,CJK
盒,合皿,,CJK
寸,寸,,CJK
披,扌皮,,CJK
饶,饣七丿兀,,CJK
搂,扌米女,,CJK
跌,足丿夫,,CJK
欠,欠,,CJK
肌,月几,⺼几,CJK
售,隹口,,CJK
巡,巛辶,,CJK
抑,扌卩,,CJK
纹,纟文,,CJK
宏,宀厶,,CJK
幼,幺力,,CJK
萍,艹氵干丷,,CJK
驻,马丶王,,CJK
丛,人人一,,CJK
亿,亻乙,,CJK
播,扌丿米田,,CJK
俄,亻丿扌戈,,CJK
刃,刀丶,,CJK
蕾,艹雨田,,CJK
挨,扌厶矢,,CJK
仲,亻口丨,,CJK
迈,一勹辶,,CJK
违,㇆辶,,CJK
辩,辛讠辛,,CJK
埃,土厶矢,,CJK
艘,舟臼丨又,舟丨又,CJK
琪,王其,,CJK
灾,宀火,,CJK
僧,亻丷日,,CJK
渡,氵广卄又,,CJK
卑,十,,CJK
雕,土口隹,,CJK
鼠,臼,,CJK
讯,讠⺄十,讠乙十,CJK
辣,辛木口,,CJK
刷,尸巾刂,,CJK
艰,又艮,,CJK
斥,斤丶,,CJK
裙,衤彐丿口,,CJK
翠,习习亠十,,CJK
饱,饣勹巳,,CJK
掠,扌小,,CJK
询,讠勹日,,CJK
勃,十冖子力,,CJK
夕,夕,,CJK
矮,矢禾女,,CJK
瑶,王爫缶,,CJK
赐,贝日勹,,CJK
捏,扌日土,,CJK
闯,门马,,CJK
姚,女儿冫,,CJK
瑟,王王心丿,,CJK
渴,氵日勹乚,,CJK
谅,讠小,,CJK
昂,日卩,,CJK
串,口口丨,,CJK
沟,氵勹厶,,CJK
涉,氵止,,CJK
咕,口古,,CJK
驶,马口乂,,CJK
摄,扌耳又又,,CJK
贫,八刀贝,,CJK
辕,车土口𧘇,,CJK
婉,女宀夕㔾,,CJK
鹏,月月鸟,,CJK
姜,⺷女,,CJK
碍,石日一寸,,CJK
荷,艹亻丁口,,CJK
冠,冖一兀寸,,CJK
魅,鬼未,,CJK
玫,王夊,,CJK
裁,十戈亠𧘇,,CJK
坡,土皮,,CJK
鸿,氵工鸟,,CJK
邓,又阝,,CJK
歪,不一止,,CJK
乏,丿之,,CJK
申,申,,CJK
割,宀丰口刂,宀龶口刂,CJK
巫,工人人,,CJK
衫,衤彡,,CJK
棒,木𡗗,,CJK
阔,门氵舌,,CJK
泣,氵立,,CJK
韦,㇆,,CJK
恍,忄⺌兀,,CJK
贯,十贝,,CJK
魄,白鬼,,CJK
柄,木一冂人,,CJK
患,口口丨心,,CJK
覆,覀彳𠂉夊,,CJK
蜜,宀心丿虫,,CJK
婴,贝贝女,,CJK
励,厂一勹力,,CJK
锅,钅口冂人,,CJK
陛,阝匕匕土,,CJK
遮,广卄一辶,,CJK
帕,巾白,,CJK
咖,口力口,,CJK
嫌,女䒑彐八,,CJK
胳,月夊口,⺼夊口,CJK
挖,扌穴乙,,CJK
啪,口扌白,,CJK
矿,石广,,CJK
凄,冫十彐女,冫一肀女,CJK
爪,爪,,CJK
眠,目巳七,,CJK
穆,禾白小彡,,CJK
啡,口非,,CJK
吾,一口,,CJK
坛,土二厶,,CJK
脾,月十,⺼十,CJK
恒,忄一日一,,CJK
屠,尸耂日,,CJK
玻,王皮,,CJK
蓉,艹穴人口,,CJK
础,石屮凵,,CJK
曰,曰,,CJK
耸,人人耳,,CJK
膊,月甫寸,⺼甫寸,CJK
逆,䒑屮辶,,CJK
寿,丰寸,,CJK
驱,马匚乂,,CJK
猴,犭亻ユ矢,,CJK
佣,亻用,,CJK
毅,立殳,,CJK
舅,臼田力,,CJK
铜,钅冂一口,,CJK
娟,女口月,女口⺼,CJK
眯,目米,,CJK
淫,氵爫壬,,CJK
吩,口八刀,,CJK
匪,匚非,,CJK
牧,牛夊,,CJK
役,彳殳,,CJK
寄,宀大丁口,,CJK
诡,讠⺈厂㔾,,CJK
纤,纟千,,CJK
腐,广亻寸人,,CJK
姻,女囗大,,CJK
晰,日木斤,,CJK
渊,氵米,,CJK
亭,丁,,CJK
邀,白方夊辶,,CJK
哄,口龷八,,CJK
骚,马又丶虫,,CJK
墓,艹日大土,,CJK
柯,木丁口,,CJK
筋,⺮月力,⺮⺼力,CJK
崔,山隹,,CJK
灿,火山,,CJK
捷,扌一彐龰,,CJK
淋,氵木木,,CJK
弗,弓,,CJK
辑,车口耳,,CJK
棍,木日匕匕,,CJK
绳,纟口电,,CJK
频,止页,,CJK
廊,广丶彐阝,,CJK
畏,田,,CJK
歇,日勹人欠,,CJK
裹,亠日木𧘇,,CJK
苗,艹田,,CJK
盼,目八刀,,CJK
咯,口夊口,,CJK
耍,而女,,CJK
煞,⺈彐夊灬,,CJK
寝,宀丬彐又,,CJK
瞒,目艹一人,,CJK
添,氵一大丶,,CJK
嫂,女臼丨又,女丨又,CJK
纠,纟丩,,CJK
慨,忄彐厶儿,,CJK
嚷,口𧘇,,CJK
驰,马也,,CJK
拐,扌口力,扌口刀,CJK
宴,宀日女,,CJK
津,氵彐,,CJK
岚,山几乂,,CJK
浴,氵八人口,,CJK
耻,耳止,,CJK
挽,扌⺈口儿,,CJK
页,页,,CJK
誉,八言,,CJK
牲,牛生,,CJK
乳,爫子乚,,CJK
仓,人㔾,,CJK
逝,扌斤辶,,CJK
喉,口亻ユ矢,,CJK
逛,犭王辶,,CJK
樱,木贝贝女,,CJK
兼,䒑彐〢八,,CJK
戈,戈,,CJK
哗,口亻匕十,,CJK
涯,氵厂土土,,CJK
捧,扌𡗗,,CJK
铭,钅夕口,,CJK
障,阝立早,,CJK
摊,扌又隹,,CJK
跨,足大一丂,,CJK
妥,爫女,,CJK
揉,扌予丿木,,CJK
晋,一业日,,CJK
寞,宀艹日大,,CJK
寨,宀八木,,CJK
漆,氵木人水,,CJK
污,氵一丂,,CJK
嘲,口十早月,,CJK
枚,木夊,,CJK
吊,口巾,,CJK
乾,十早𠂉乙,,CJK
馨,士殳日,,CJK
伪,亻丶力丶,,CJK
嗓,口又又木,,CJK
呈,口王,口壬,CJK
卿,卯彐厶,,CJK
楠,木十冂,,CJK
籍,⺮丰八日,,CJK
裸,衤日木,,CJK
链,钅车辶,,CJK
灌,氵艹口隹,氵卝口隹,CJK
昆,日匕匕,,CJK
畅,申𠄎,,CJK
逍,⺌月辶,⺌⺼辶,CJK
帽,巾冂二目,,CJK
阅,门丷口儿,,CJK
逗,一口䒑辶,,CJK
蹲,足丷酉寸,,CJK
踩,足爫木,,CJK
窜,穴口口丨,,CJK
哑,口一业,,CJK
趴,足八,,CJK
